Unnamed: 0,carat,cut,color,clarity,depth,table,price,x,y,z,z_is_good,cut_nb,clarity_nb,color_nb
2547,0.7,Good,F,VVS1,59.9,62.0,3206,5.69,5.74,3.42,True,1,6,4
2548,0.83,Very Good,F,SI1,63.0,55.0,3207,5.95,5.96,3.75,True,2,2,4
2549,0.83,Ideal,D,SI2,62.1,56.0,3207,6.0,6.04,3.74,True,4,1,6
2550,1.01,Ideal,J,SI1,62.1,54.0,3207,6.48,6.4,4.0,True,4,2,0
2551,0.77,Very Good,H,VVS2,61.1,56.0,3208,5.89,5.92,3.61,True,2,5,2
2552,0.7,Very Good,G,VVS1,62.4,59.0,3208,5.63,5.66,3.52,True,2,6,3
2553,0.7,Very Good,D,VS1,60.1,60.0,3208,5.73,5.76,3.45,True,2,4,6
2554,0.9,Very Good,H,SI2,61.5,59.0,3208,6.15,6.2,3.8,True,2,1,2
2555,0.93,Very Good,J,VS2,63.3,61.0,3208,6.19,6.14,3.9,True,2,3,0
2556,0.8,Very Good,H,VS1,61.7,62.0,3209,5.89,5.94,3.65,True,2,4,2
2557,0.9,Very Good,I,VS2,62.5,57.0,3209,6.12,6.2,3.85,True,2,3,1
2558,0.73,Ideal,G,VS1,60.8,56.4,3209,5.81,5.86,3.55,True,4,4,3
2559,0.79,Ideal,D,SI1,61.1,57.0,3209,5.94,6.0,3.65,True,4,2,6
2560,0.8,Ideal,D,SI2,61.9,54.0,3210,5.95,6.0,3.7,True,4,1,6
2561,0.7,Premium,D,VVS2,61.5,60.0,3210,5.71,5.64,3.49,True,3,5,6
2562,0.71,Ideal,G,VVS1,62.6,56.0,3210,5.65,5.69,3.55,True,4,6,3
2563,0.79,Ideal,F,SI1,60.8,55.0,3210,5.98,6.05,3.66,True,4,2,4
2564,0.9,Premium,F,SI2,62.6,62.0,3210,6.06,6.01,3.78,True,3,1,4
2565,0.9,Good,F,SI2,64.3,57.0,3210,6.16,6.06,3.93,True,1,1,4
2566,0.9,Premium,F,SI2,61.9,62.0,3210,6.12,6.07,3.77,True,3,1,4
2567,0.91,Good,J,VS1,64.2,60.0,3210,6.01,5.95,3.84,True,1,4,0
2568,0.91,Fair,F,SI2,64.9,56.0,3210,6.08,6.05,3.94,True,0,1,4
2569,0.9,Very Good,I,SI1,63.1,54.0,3211,6.13,6.16,3.88,True,2,2,1
2570,0.73,Premium,F,VS1,60.7,61.0,3211,5.79,5.75,3.5,True,3,4,4
2571,0.73,Ideal,F,VS1,62.6,56.0,3211,5.73,5.71,3.58,True,4,4,4
2572,0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54,True,3,4,4
2573,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65,True,3,2,5
2574,0.61,Ideal,E,VVS1,59.9,61.0,3212,5.5,5.55,3.31,True,4,6,5
2575,0.71,Ideal,D,VS2,62.7,57.0,3212,5.7,5.75,3.59,True,4,3,6
2576,0.71,Ideal,E,VS1,61.9,54.0,3212,5.74,5.76,3.56,True,4,4,5
2577,0.71,Ideal,E,VS1,62.3,54.0,3212,5.69,5.73,3.56,True,4,4,5
2578,0.76,Ideal,G,SI1,61.2,57.0,3212,5.85,5.9,3.59,True,4,2,3
2579,0.81,Premium,E,SI1,60.8,59.0,3213,5.99,5.95,3.63,True,3,2,5
2580,0.78,Ideal,D,SI1,61.1,57.0,3214,5.95,5.97,3.64,True,4,2,6
2581,0.7,Premium,D,VS1,62.9,59.0,3214,5.72,5.66,3.58,True,3,4,6
2582,0.95,Good,D,SI2,56.5,61.0,3214,6.53,6.5,3.68,True,1,1,6
2583,0.92,Ideal,J,VS2,61.1,57.0,3215,6.31,6.22,3.83,True,4,3,0
2584,0.96,Fair,I,VS2,56.1,60.0,3215,6.62,6.58,3.7,True,0,3,1
2585,0.96,Premium,G,SI2,62.7,60.0,3215,6.29,6.11,3.89,True,3,1,3
2586,1.1,Premium,J,SI2,60.0,58.0,3216,6.77,6.66,4.03,True,3,1,0
2587,1.1,Ideal,I,SI2,61.7,56.0,3216,6.65,6.6,4.09,True,4,1,1
2588,0.71,Very Good,E,VS2,60.7,58.0,3217,5.73,5.81,3.5,True,2,3,5
2589,0.71,Premium,D,VS2,59.2,59.0,3217,5.8,5.86,3.45,True,3,3,6
2590,0.71,Ideal,D,VS2,62.5,55.0,3217,5.71,5.74,3.58,True,4,3,6
2591,0.71,Very Good,D,VS2,62.4,59.0,3217,5.68,5.73,3.56,True,2,3,6
2592,1.0,Very Good,I,SI2,62.4,63.0,3217,6.35,6.44,3.99,True,2,1,1
2593,0.9,Very Good,F,SI2,62.8,54.0,3217,6.05,6.15,3.83,True,2,1,4
2594,0.64,Ideal,F,VVS2,60.9,56.0,3217,5.57,5.59,3.4,True,4,5,4
2595,0.71,Ideal,E,VS2,60.3,56.0,3217,5.8,5.84,3.51,True,4,3,5
2596,0.77,Premium,F,VS2,62.1,59.0,3218,5.85,5.87,3.64,True,3,3,4
2597,0.52,Ideal,D,VVS1,62.0,57.0,3218,5.15,5.17,3.2,True,4,6,6
2598,0.71,Very Good,F,VS1,60.6,60.0,3218,5.68,5.73,3.46,True,2,4,4
2599,0.9,Good,E,SI2,62.0,63.0,3218,6.09,6.14,3.79,True,1,1,5
2600,0.77,Ideal,E,SI1,61.6,57.0,3218,5.91,5.87,3.63,True,4,2,5
2601,1.18,Very Good,E,I1,59.9,63.0,3219,6.8,6.85,4.09,True,2,0,5
2602,0.72,Very Good,F,VS1,63.3,57.0,3219,5.68,5.75,3.62,True,2,4,4
2603,0.72,Very Good,F,VS1,62.8,58.0,3219,5.7,5.73,3.59,True,2,4,4
2604,0.72,Very Good,F,VS1,63.3,58.0,3219,5.66,5.71,3.6,True,2,4,4
2605,0.72,Ideal,D,VS2,62.7,56.0,3219,5.71,5.78,3.6,True,4,3,6
2606,0.72,Ideal,D,VS2,62.7,56.0,3219,5.65,5.71,3.56,True,4,3,6
2607,0.9,Very Good,I,SI1,62.6,58.0,3220,6.08,6.15,3.83,True,2,2,1
2608,0.9,Very Good,I,SI1,60.5,58.0,3220,6.22,6.27,3.78,True,2,2,1
2609,0.75,Very Good,F,VS1,60.9,59.0,3220,5.83,5.87,3.56,True,2,4,4
2610,0.73,Ideal,H,VVS1,62.1,56.0,3220,5.75,5.8,3.59,True,4,6,2
2611,1.15,Premium,H,SI2,60.4,58.0,3220,6.8,6.75,4.09,True,3,1,2
2612,0.71,Very Good,D,VS2,63.1,58.0,3222,5.67,5.7,3.59,True,2,3,6
2613,0.71,Ideal,D,VS2,61.4,57.0,3222,5.73,5.77,3.53,True,4,3,6
2614,0.51,Ideal,D,VVS2,61.3,56.0,3223,5.14,5.15,3.16,True,4,5,6
2615,0.72,Ideal,E,VS2,61.3,57.0,3223,5.76,5.79,3.54,True,4,3,5
2616,0.82,Premium,I,IF,61.2,60.0,3224,6.03,5.99,3.68,True,3,7,1
2617,1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0,True,3,2,2
2618,0.9,Very Good,J,SI1,63.6,57.0,3225,6.07,6.1,3.87,True,2,2,0
2619,0.68,Good,G,VVS1,61.9,55.0,3225,5.63,5.68,3.5,True,1,6,3
2620,0.9,Premium,G,SI2,61.3,55.0,3226,6.18,6.12,3.77,True,3,1,3
2621,0.74,Very Good,F,VS1,61.7,57.0,3226,5.79,5.85,3.59,True,2,4,4
2622,0.74,Ideal,F,VS1,62.3,56.0,3226,5.76,5.79,3.6,True,4,4,4
2623,0.73,Very Good,E,VS1,62.3,58.0,3226,5.72,5.74,3.57,True,2,4,5
2624,0.8,Premium,D,SI1,59.4,55.0,3226,6.06,6.02,3.59,True,3,2,6
2625,0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61,True,1,2,3
2626,0.9,Fair,H,VS2,65.5,57.0,3226,6.05,6.01,3.95,True,0,3,2
2627,0.72,Ideal,F,VS2,61.1,56.0,3226,5.92,5.8,3.55,True,4,3,4
2628,0.51,Ideal,E,VVS1,61.3,56.0,3226,5.21,5.13,3.17,True,4,6,5
2629,0.86,Very Good,H,SI1,59.7,59.0,3228,6.14,6.23,3.69,True,2,2,2
2630,0.65,Ideal,D,VVS2,61.4,60.0,3228,5.54,5.57,3.41,True,4,5,6
2631,0.74,Premium,E,VS2,62.7,58.0,3228,5.77,5.72,3.6,True,3,3,5
2632,0.72,Very Good,F,VS1,62.2,57.0,3229,5.7,5.74,3.56,True,2,4,4
2633,0.7,Premium,D,VS1,61.6,60.0,3229,5.63,5.6,3.46,True,3,4,6
2634,0.7,Ideal,D,VS1,62.9,57.0,3229,5.67,5.61,3.55,True,4,4,6
2635,0.71,Ideal,H,VS1,61.8,55.0,3229,5.72,5.77,3.55,True,4,4,2
2636,0.71,Ideal,H,VS1,61.7,55.0,3229,5.73,5.75,3.54,True,4,4,2
2637,0.71,Ideal,H,VS1,60.8,57.0,3229,5.74,5.79,3.51,True,4,4,2
2638,0.71,Ideal,H,VS1,61.4,56.0,3229,5.74,5.78,3.54,True,4,4,2
2639,0.96,Premium,I,SI2,62.7,58.0,3229,6.24,6.2,3.9,True,3,1,1
2640,0.91,Good,H,SI1,63.7,60.0,3229,6.16,6.09,3.9,True,1,2,2
2641,0.79,Premium,E,VS2,59.4,60.0,3230,6.08,6.05,3.6,True,3,3,5
2642,1.03,Ideal,H,I1,61.5,57.0,3230,6.52,6.48,4.0,True,4,0,2
2643,0.81,Premium,F,SI1,61.0,59.0,3230,6.01,5.99,3.66,True,3,2,4
2644,0.75,Good,E,VS1,63.1,55.0,3231,5.8,5.83,3.67,True,1,4,5
2645,0.81,Ideal,E,VS2,60.4,57.0,3231,6.02,6.06,3.65,True,4,3,5
2646,0.9,Very Good,J,VS1,62.3,56.0,3231,6.19,6.23,3.87,True,2,4,0
2647,0.7,Very Good,D,VS1,62.9,60.0,3231,5.57,5.62,3.52,True,2,4,6
2648,0.83,Ideal,E,SI1,62.7,57.0,3231,5.96,6.01,3.75,True,4,2,5
2649,0.59,Very Good,D,VVS1,61.8,57.0,3234,5.37,5.41,3.33,True,2,6,6
2650,1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95,True,1,1,0
2651,0.71,Ideal,H,IF,62.2,57.0,3234,5.7,5.74,3.56,True,4,7,2
2652,1.05,Very Good,E,I1,62.2,61.0,3234,6.48,6.51,4.04,True,2,0,5
2653,0.7,Ideal,G,VVS2,59.9,58.0,3234,5.78,5.8,3.47,True,4,5,3
2654,0.71,Ideal,D,VS2,61.4,56.0,3234,5.74,5.79,3.54,True,4,3,6
2655,0.7,Very Good,F,VVS2,58.7,63.0,3234,5.82,5.79,3.41,True,2,5,4
2656,1.05,Ideal,H,SI2,60.6,57.0,3234,6.59,6.55,3.98,True,4,1,2
2657,0.7,Premium,G,VVS1,62.8,58.0,3234,5.68,5.62,3.55,True,3,6,3
2658,0.77,Premium,E,VS2,60.5,59.0,3234,5.98,5.92,3.6,True,3,3,5
2659,0.7,Very Good,G,VVS2,60.0,60.0,3235,5.78,5.85,3.49,True,2,5,3
2660,0.8,Very Good,H,VS2,63.1,57.0,3235,5.87,5.92,3.72,True,2,3,2
2661,0.73,Ideal,E,VS1,62.5,57.0,3235,5.73,5.76,3.59,True,4,4,5
2662,0.7,Very Good,E,VS1,61.9,61.0,3235,5.59,5.65,3.48,True,2,4,5
2663,0.7,Ideal,H,VVS2,62.2,55.0,3235,5.71,5.76,3.57,True,4,5,2
2664,0.72,Ideal,E,VS2,62.1,57.0,3235,5.73,5.76,3.57,True,4,3,5
2665,0.72,Ideal,D,VS2,60.9,55.0,3236,5.77,5.89,3.55,True,4,3,6
2666,0.95,Premium,I,SI2,62.5,58.0,3237,6.3,6.24,3.92,True,3,1,1
2667,0.85,Premium,G,VS2,61.0,58.0,3237,6.11,6.08,3.72,True,3,3,3
2668,0.89,Very Good,I,VS2,63.1,55.0,3238,6.09,6.17,3.87,True,2,3,1
2669,0.72,Very Good,F,VS2,61.6,58.0,3238,5.75,5.78,3.55,True,2,3,4
2670,0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63,True,2,3,4
2671,0.91,Very Good,G,SI2,62.0,59.0,3238,6.19,6.22,3.85,True,2,1,3
2672,0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54,True,4,5,5
2673,0.71,Ideal,E,VS1,60.4,56.0,3238,5.8,5.85,3.52,True,4,4,5
2674,0.71,Ideal,E,VS1,62.7,57.0,3238,5.66,5.69,3.56,True,4,4,5
2675,0.7,Good,D,VS1,57.8,60.0,3239,5.85,5.87,3.39,True,1,4,6
2676,0.7,Premium,D,VS1,60.6,58.0,3239,5.73,5.75,3.48,True,3,4,6
2677,0.7,Very Good,D,VS1,61.5,55.0,3239,5.7,5.74,3.52,True,2,4,6
2678,0.73,Ideal,I,VVS1,61.8,57.0,3239,5.75,5.77,3.56,True,4,6,1
2679,0.9,Very Good,E,SI2,63.2,61.0,3239,6.06,5.99,3.81,True,2,1,5
2680,0.77,Very Good,G,VS1,62.3,58.0,3240,5.82,5.86,3.64,True,2,4,3
2681,0.77,Very Good,D,SI1,59.9,59.0,3241,5.9,5.95,3.55,True,2,2,6
2682,0.79,Ideal,D,SI1,61.2,56.0,3242,5.95,6.02,3.66,True,4,2,6
2683,0.72,Ideal,F,SI1,60.2,57.0,3242,5.83,5.86,3.52,True,4,2,4
2684,0.9,Very Good,H,SI1,63.2,61.0,3242,6.12,6.03,3.84,True,2,2,2
2685,0.77,Very Good,G,VS1,60.9,55.0,3243,5.9,5.96,3.61,True,2,4,3
2686,0.81,Very Good,E,SI1,61.9,58.0,3243,5.92,5.97,3.68,True,2,2,5
2687,0.68,Ideal,E,VS1,61.3,55.0,3243,5.67,5.71,3.49,True,4,4,5
2688,0.71,Ideal,D,VS2,63.0,56.0,3245,5.69,5.65,3.58,True,4,3,6
2689,0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,True,1,1,3
2690,0.74,Ideal,F,VS2,60.8,57.0,3246,5.85,5.87,3.56,True,4,3,4
2691,0.84,Ideal,D,SI2,61.8,56.0,3246,6.04,6.06,3.74,True,4,1,6
2692,0.9,Good,I,VS2,63.7,61.0,3246,6.1,6.06,3.87,True,1,3,1
2693,0.9,Premium,G,SI2,62.1,58.0,3246,6.13,6.08,3.79,True,3,1,3
2694,0.9,Good,I,VS2,63.8,55.0,3246,6.16,6.07,3.9,True,1,3,1
2695,0.9,Good,G,SI2,63.8,59.0,3246,6.05,6.02,3.85,True,1,1,3
2696,0.9,Very Good,G,SI2,63.4,59.0,3246,6.08,6.04,3.84,True,2,1,3
2697,0.9,Good,G,SI2,63.8,56.0,3246,6.16,6.13,3.92,True,1,1,3
2698,0.9,Premium,G,SI2,61.1,58.0,3246,6.22,6.18,3.79,True,3,1,3
2699,1.03,Fair,J,SI2,56.2,62.0,3246,6.73,6.69,3.77,True,0,1,0
2700,0.9,Fair,I,VS2,65.4,60.0,3246,6.03,5.96,3.93,True,0,3,1
2701,0.31,Ideal,G,VS2,62.2,54.0,562,4.38,4.4,2.73,True,4,3,3
2702,0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71,True,4,3,3
2703,0.31,Ideal,G,VS2,60.8,56.0,562,4.38,4.4,2.67,True,4,3,3
2704,0.31,Ideal,G,VS2,61.1,57.0,562,4.37,4.4,2.68,True,4,3,3
2705,0.31,Ideal,G,VS2,62.2,53.0,562,4.37,4.38,2.72,True,4,3,3
2706,0.31,Ideal,H,VS1,62.0,53.0,562,4.34,4.37,2.7,True,4,4,2
2707,0.31,Ideal,H,VS1,61.3,55.0,562,4.36,4.38,2.68,True,4,4,2
2708,0.39,Very Good,H,SI2,62.4,59.0,562,4.58,4.65,2.88,True,2,1,2
2709,0.29,Very Good,F,VVS1,61.5,56.0,563,4.26,4.3,2.63,True,2,6,4
2710,0.35,Ideal,G,VS2,61.6,54.0,563,4.55,4.58,2.81,True,4,3,3
2711,0.31,Ideal,G,SI1,61.6,55.0,563,4.34,4.37,2.68,True,4,2,3
2712,0.25,Fair,D,VS1,61.2,55.0,563,4.09,4.11,2.51,True,0,4,6
2713,0.32,Very Good,G,VS2,60.9,58.0,564,4.42,4.45,2.7,True,2,3,3
2714,0.32,Ideal,G,VS2,61.8,55.0,564,4.4,4.43,2.73,True,4,3,3
2715,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74,True,4,2,2
2716,0.33,Ideal,H,SI1,60.6,56.0,564,4.46,4.49,2.72,True,4,2,2
2717,0.3,Ideal,E,SI1,61.9,57.0,564,4.29,4.32,2.66,True,4,2,5
2718,0.3,Ideal,E,SI1,62.3,57.0,564,4.28,4.32,2.68,True,4,2,5
2719,0.32,Good,E,SI1,62.5,61.0,564,4.32,4.35,2.71,True,1,2,5
2720,0.26,Good,D,VVS2,63.6,56.0,564,4.06,4.09,2.59,True,1,5,6
2721,0.26,Ideal,E,VVS2,62.5,55.0,564,4.07,4.09,2.55,True,4,5,5
2722,0.26,Very Good,E,VVS2,58.9,61.0,564,4.16,4.19,2.46,True,2,5,5
2723,0.26,Very Good,E,VVS2,60.8,61.0,564,4.12,4.13,2.51,True,2,5,5
2724,0.26,Very Good,E,VVS2,61.7,61.0,564,4.08,4.12,2.53,True,2,5,5
2725,0.26,Good,F,VVS1,63.3,57.0,564,4.05,4.07,2.57,True,1,6,4
2726,0.36,Ideal,G,SI2,61.8,56.0,565,4.58,4.61,2.84,True,4,1,3
2727,0.34,Ideal,E,SI1,61.9,55.0,565,4.51,4.53,2.8,True,4,2,5
2728,0.34,Ideal,E,SI1,62.6,55.0,565,4.46,4.49,2.8,True,4,2,5
2729,0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69,True,4,2,6
2730,0.31,Ideal,D,SI1,61.7,55.0,565,4.37,4.41,2.71,True,4,2,6
2731,0.9,Good,G,SI2,64.1,63.0,3246,6.02,5.99,3.85,True,1,1,3
2732,0.9,Premium,I,VS2,62.8,61.0,3246,6.12,6.02,3.81,True,3,3,1
2733,0.91,Ideal,F,SI2,61.1,55.0,3246,6.24,6.19,3.8,True,4,1,4
2734,0.7,Very Good,F,VVS2,62.5,58.0,3247,5.63,5.67,3.53,True,2,5,4
2735,0.7,Very Good,D,VS1,62.8,59.0,3247,5.63,5.68,3.55,True,2,4,6
2736,0.7,Ideal,G,VVS1,62.6,57.0,3247,5.65,5.7,3.55,True,4,6,3
2737,0.71,Ideal,E,VS2,62.0,55.0,3247,5.7,5.75,3.55,True,4,3,5
2738,0.71,Ideal,E,VS2,62.5,55.0,3247,5.67,5.73,3.56,True,4,3,5
2739,0.52,Ideal,D,VVS1,62.0,57.0,3247,5.17,5.15,3.2,True,4,6,6
2740,0.76,Ideal,D,VS2,63.0,56.0,3248,5.83,5.79,3.66,True,4,3,6
2741,0.61,Ideal,F,VVS2,61.5,55.0,3248,5.47,5.53,3.38,True,4,5,4
2742,0.61,Ideal,F,VVS2,61.4,56.0,3248,5.44,5.49,3.36,True,4,5,4
2743,0.61,Ideal,F,VVS2,61.1,57.0,3248,5.47,5.49,3.34,True,4,5,4
2744,0.65,Ideal,G,VVS1,61.9,56.0,3248,5.56,5.59,3.45,True,4,6,3
2745,0.7,Ideal,E,VS1,62.1,55.0,3248,5.72,5.77,3.57,True,4,4,5
2746,1.0,Fair,H,SI2,66.5,62.0,3248,6.19,6.1,4.09,True,0,1,2
2747,0.83,Very Good,H,VS2,61.7,59.0,3249,5.95,6.02,3.69,True,2,3,2
2748,0.76,Ideal,E,VS2,61.5,56.0,3249,5.89,5.92,3.63,True,4,3,5
2749,0.76,Good,E,VS2,63.2,56.0,3249,5.82,5.86,3.69,True,1,3,5
2750,0.76,Ideal,H,VVS2,61.0,56.0,3249,5.85,5.91,3.59,True,4,5,2
2751,0.73,Ideal,F,SI1,61.7,55.0,3249,5.79,5.82,3.58,True,4,2,4
2752,0.81,Good,G,VS2,62.9,58.0,3250,5.88,5.94,3.72,True,1,3,3
2753,0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87,True,1,1,2
2754,0.9,Very Good,H,SI2,59.6,59.0,3250,6.38,6.24,3.76,True,2,1,2
2755,0.9,Very Good,H,SI2,62.4,58.0,3250,6.11,6.16,3.83,True,2,1,2
2756,0.72,Premium,F,VVS2,61.1,58.0,3250,5.78,5.84,3.55,True,3,5,4
2757,0.83,Good,E,SI1,63.7,59.0,3250,5.95,5.89,3.77,True,1,2,5
2758,0.9,Fair,G,SI1,65.2,59.0,3250,6.05,6.01,3.93,True,0,2,3
2759,0.9,Good,G,SI1,64.2,58.0,3250,6.04,6.01,3.87,True,1,2,3
2760,0.93,Premium,J,VS2,62.3,60.0,3250,6.3,6.23,3.9,True,3,3,0
2761,0.73,Premium,D,VS2,59.8,58.0,3250,5.89,5.85,3.51,True,3,3,6
2762,0.9,Very Good,I,SI1,63.3,59.0,3251,6.14,6.05,3.86,True,2,2,1
2763,0.71,Ideal,G,VS1,61.0,56.0,3251,5.77,5.8,3.53,True,4,4,3
2764,0.8,Ideal,E,SI2,60.9,57.0,3251,6.0,6.03,3.66,True,4,1,5
2765,0.82,Ideal,F,SI1,62.6,56.0,3251,5.95,5.99,3.74,True,4,2,4
2766,0.9,Ideal,I,SI1,62.3,56.0,3251,6.18,6.12,3.83,True,4,2,1
2767,0.9,Ideal,I,SI1,60.8,57.0,3251,6.25,6.22,3.79,True,4,2,1
2768,0.9,Premium,I,SI1,61.8,58.0,3251,6.21,6.19,3.83,True,3,2,1
2769,0.77,Ideal,D,SI1,60.8,57.0,3251,5.94,5.9,3.6,True,4,2,6
2770,0.71,Ideal,D,SI1,62.0,55.0,3252,5.71,5.76,3.56,True,4,2,6
2771,0.7,Very Good,F,VVS1,63.3,56.0,3252,5.7,5.64,3.59,True,2,6,4
2772,0.7,Ideal,G,VS2,61.9,56.0,3253,5.68,5.7,3.52,True,4,3,3
2773,0.7,Ideal,G,VS2,61.5,57.0,3253,5.7,5.74,3.52,True,4,3,3
2774,0.7,Ideal,G,VS2,61.6,57.0,3253,5.7,5.73,3.53,True,4,3,3
2775,0.77,Ideal,G,SI1,61.5,56.0,3253,5.89,5.92,3.63,True,4,2,3
2776,0.9,Good,G,SI2,61.8,56.0,3253,6.11,6.16,3.79,True,1,1,3
2777,0.78,Good,D,SI1,60.1,61.0,3253,5.92,5.89,3.55,True,1,2,6
2778,0.83,Ideal,F,SI1,62.1,55.0,3254,6.0,6.05,3.74,True,4,2,4
2779,0.71,Ideal,G,VVS1,62.8,56.0,3254,5.71,5.76,3.6,True,4,6,3
2780,0.74,Ideal,H,VS1,61.0,55.0,3254,5.86,5.88,3.58,True,4,4,2
2781,0.74,Ideal,H,VS1,62.1,55.0,3254,5.82,5.84,3.62,True,4,4,2
2782,0.9,Very Good,H,SI2,64.1,59.0,3255,5.97,6.07,3.86,True,2,1,2
2783,0.9,Ideal,J,VS2,62.5,57.0,3255,6.16,6.26,3.88,True,4,3,0
2784,0.73,Ideal,D,VS2,61.9,56.0,3255,5.76,5.81,3.58,True,4,3,6
2785,0.9,Very Good,G,SI2,62.2,60.0,3256,6.09,6.2,3.82,True,2,1,3
2786,0.91,Ideal,J,VS2,62.1,56.0,3256,6.18,6.22,3.85,True,4,3,0
2787,0.79,Ideal,E,SI1,61.9,55.0,3256,5.97,5.89,3.67,True,4,2,5
2788,0.76,Ideal,F,VS2,61.0,55.0,3257,5.89,5.92,3.6,True,4,3,4
2789,0.81,Ideal,H,VS1,61.8,58.0,3257,5.97,6.04,3.71,True,4,4,2
2790,0.72,Ideal,H,IF,61.4,56.0,3257,5.76,5.8,3.55,True,4,7,2
2791,0.91,Very Good,J,VS2,61.0,58.0,3258,6.22,6.3,3.82,True,2,3,0
2792,0.78,Very Good,D,SI1,62.5,58.0,3258,5.86,5.89,3.67,True,2,2,6
2793,0.93,Fair,I,VS2,64.7,58.0,3258,6.09,6.06,3.93,True,0,3,1
2794,0.78,Ideal,F,VS2,61.3,57.0,3259,5.91,5.93,3.63,True,4,3,4
2795,1.0,Good,F,SI2,59.4,64.0,3259,6.52,6.48,3.86,True,1,1,4
2796,0.75,Very Good,E,SI1,59.2,59.0,3260,5.93,5.97,3.52,True,2,2,5
2797,0.77,Premium,E,VS1,60.8,56.0,3260,5.95,5.9,3.6,True,3,4,5
2798,0.7,Very Good,F,VVS1,63.0,60.0,3261,5.59,5.62,3.53,True,2,6,4
2799,0.76,Very Good,E,SI1,60.4,58.0,3261,5.91,5.97,3.59,True,2,2,5
2800,0.7,Ideal,F,VS1,61.5,55.0,3261,5.73,5.75,3.53,True,4,4,4
2801,1.04,Good,H,I1,63.9,58.0,3261,6.42,6.35,4.08,True,1,0,2
2802,1.04,Premium,H,I1,61.6,61.0,3261,6.47,6.45,3.98,True,3,0,2
2803,0.9,Very Good,D,SI2,59.0,61.0,3262,6.28,6.32,3.72,True,2,1,6
2804,0.71,Ideal,D,SI1,60.9,57.0,3262,5.75,5.79,3.51,True,4,2,6
2805,0.91,Premium,G,SI1,62.5,56.0,3262,6.3,6.18,3.9,True,3,2,3
2806,0.75,Ideal,E,VS2,62.4,57.0,3263,5.76,5.81,3.61,True,4,3,5
2807,1.11,Premium,H,I1,61.0,59.0,3263,6.67,6.61,4.05,True,3,0,2
2808,0.72,Very Good,F,VS1,63.4,57.0,3264,5.68,5.7,3.61,True,2,4,4
2809,0.88,Ideal,I,SI1,63.2,56.0,3264,6.04,6.09,3.83,True,4,2,1
2810,0.88,Ideal,I,SI1,62.4,55.0,3264,6.12,6.16,3.83,True,4,2,1
2811,0.72,Ideal,F,VS1,61.1,56.0,3265,5.76,5.79,3.53,True,4,4,4
2812,0.7,Premium,E,VVS1,61.7,59.0,3265,5.67,5.71,3.51,True,3,6,5
2813,0.7,Very Good,F,VS1,62.8,56.0,3265,5.64,5.66,3.55,True,2,4,4
2814,1.0,Good,F,SI2,63.6,62.0,3265,6.25,6.2,3.96,True,1,1,4
2815,0.7,Ideal,F,VS1,60.7,58.0,3265,5.72,5.75,3.48,True,4,4,4
2816,0.84,Ideal,D,SI1,61.5,54.0,3265,6.07,6.13,3.75,True,4,2,6
2817,1.0,Fair,I,VS2,65.7,58.0,3265,6.25,6.2,4.09,True,0,3,1
2818,1.0,Very Good,I,VS2,63.2,58.0,3265,6.43,6.32,4.03,True,2,3,1
2819,1.0,Good,J,VVS2,63.7,57.0,3265,6.34,6.31,4.03,True,1,5,0
2820,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07,True,0,1,4
2821,1.0,Fair,F,SI2,65.1,55.0,3265,6.26,6.23,4.07,True,0,1,4
2822,0.93,Ideal,F,SI2,62.0,57.0,3266,6.31,6.28,3.9,True,4,1,4
2823,0.81,Premium,H,VVS2,62.8,58.0,3266,5.92,5.89,3.71,True,3,5,2
2824,0.81,Premium,D,SI1,62.4,59.0,3266,5.96,5.89,3.7,True,3,2,6
2825,1.12,Premium,J,SI2,60.7,61.0,3266,6.71,6.64,4.05,True,3,1,0
2826,0.81,Premium,G,VS1,62.3,56.0,3266,5.95,5.89,3.69,True,3,4,3
2827,0.9,Good,F,SI2,64.3,57.0,3267,6.06,6.16,3.93,True,1,1,4
2828,0.9,Good,F,SI2,63.1,57.0,3267,6.11,6.18,3.88,True,1,1,4
2829,0.9,Good,F,SI2,63.2,57.0,3267,6.09,6.15,3.87,True,1,1,4
2830,0.9,Good,F,SI2,61.9,62.0,3267,6.07,6.12,3.77,True,1,1,4
2831,0.91,Ideal,J,VS1,60.7,57.0,3267,6.23,6.26,3.79,True,4,4,0
2832,0.7,Good,D,VVS2,63.3,54.0,3267,5.6,5.64,3.56,True,1,5,6
2833,0.78,Very Good,F,SI1,62.4,55.0,3267,5.85,5.89,3.66,True,2,2,4
